StreetNumber,StreetName,City,StateOrProvince,CountyOrParish,PostalCode,ClosePrice,ElementarySchool,MiddleSchool,HighSchool,SubdComplex,Stories,UpperBedrooms,UpperFullBaths,UpperHalfBaths,MainBedrooms,MainFullBaths,MainHalfBaths,LowerBedrooms,LowerFullBaths,LowerHalfBaths,ParkingDesc,BasementDesc,FireplacesNum,PoolonProperty,YearBuilt,Exterior,SqFtTotal,AssociationFee,CloseDate,CDOM
1778,Dekalb,Atlanta,Georgia,Dekalb,30307,307000,Lin,Inman,Grady,Candler Park Lake Claire,,3,2,0,0,0,1,1,1,0,2 Car Garage,Slab/None,2,,2007,"1-2 Step Entry, Deck, Patio, Prof Landscaping, Walk out balcony, Yard",2187,100,7/9/2014,62
1866,Gordon,Atlanta,Georgia,Dekalb,30307,306000,Lin,Inman,Grady,Sutherland Place,,1,1,0,1,1,0,0,0,0,"2 Assigned, Covered, Drive Under Main Level, Storage Room",Slab/None,0,,2005,"Patio, Prof Landscaping, Walk out balcony",0,310,11/7/2014,22
416,Euclid,Atlanta,Georgia,Dekalb,30307,305000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"None, Street",Crawl Space,4,None,1920,"Deck, Fenced Yard, Front Porch, Out-Buildings",1677,0,4/30/2012,8
1383,Iverson,Atlanta,Georgia,Dekalb,30307,304000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,Attached,Crawl Space,0,None,1920,Other,0,0,6/14/2013,25
310,Nelms,Atlanta,Georgia,Dekalb,30307,302000,Lin,Inman,Grady,Lake Claire / Candler Park,1 & 1/2 Stories,1,0,0,2,1,0,0,0,0,Driveway,Crawl Space,0,None,1948,Other,1262,,5/7/2014,11
1376,Hooper,Atlanta,Georgia,Dekalb,30307,300000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,2,None,1900,"Fenced Yard, Front Porch, Garden Area, Out-Buildings, Prof Landscaping",978,0,6/27/2013,3
1802,Dekalb,Atlanta,Georgia,Dekalb,30307,299900,Lin,Inman,Grady,Overlook at Lake Claire,,1,1,0,1,1,0,1,1,0,"2 Car Garage, Auto Garage Door, Side/Rear Entry",Slab/None,0,,2013,"Cov/Enclosed Porch, Other, Prof Landscaping, Walk out balcony",0,100,3/28/2014,89
1804,Dekalb,Atlanta,Georgia,Dekalb,30307,299900,Lin,Inman,Grady,Overlook at Lake Claire,,1,1,0,1,1,0,1,1,0,"Auto Garage Door, Side/Rear Entry",Slab/None,0,,2013,"Cov/Enclosed Porch, Other, Prof Landscaping, Walk out balcony",0,100,4/25/2014,124
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,299900,Lin,Inman,Grady,Townhomes At Candler Park,,1,1,0,1,1,0,0,0,0,2 Car Garage,Slab/None,0,,2006,"Prof Landscaping, Walk out balcony",1704,274,6/30/2016,3
605,Harold,Atlanta,Georgia,Dekalb,30307,297000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,Parking Pad,"Daylight, Exterior Entry, Full, Interior Entry",1,None,1945,Deck,1033,0,1/13/2012,9
1511,IVERSON,Atlanta,Georgia,Dekalb,30307,296625,Lin,Inman,Grady,NONE,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Parking Pad",Crawl Space,1,None,1930,"Front Porch, Other",0,0,5/29/2014,39
1770,Dekalb,Atlanta,Georgia,Dekalb,30307,295000,Lin,Inman,Grady,Overlook At Lake Clair,,3,2,0,0,0,1,1,1,0,"2 Car Garage, Attached, Auto Garage Door, Drive Under Main Level",Slab/None,2,,2007,"Deck, Prof Landscaping, Walk out balcony",2178,100,7/19/2013,53
1876,Gordon,Atlanta,Georgia,Dekalb,30307,295000,Lin,Inman,Grady,Sutherland Place,,1,1,0,1,1,0,0,0,0,"Covered, Deeded",Slab/None,0,,2005,"Central Storage, Deck, Prof Landscaping, Walk out balcony",1518,310,11/20/2014,27
348,NELMS,Atlanta,Georgia,Dekalb,30307,294000,Lin,Inman,Grady,LAKE CLAIRE     CANDLER PARK,1 Story,0,0,0,3,1,0,0,0,0,"Detached, Driveway",Interior Entry,1,None,1930,"Deck, Garden Area",1268,0,4/12/2012,146
475,Hardendorf,Atlanta,Georgia,Dekalb,30307,293000,Lin,Inman,Grady,Lake Claire,2 Stories,1,1,0,2,1,0,0,0,0,Street,Crawl Space,0,None,1935,"Deck, Out-Buildings",1434,0,8/29/2013,95
2042,Palifox,Atlanta,Georgia,Dekalb,30307,290000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,"1 Car Garage, Detached, Driveway, Street",Crawl Space,1,None,1940,"Deck, Front Porch, Garden Area",1133,,5/24/2012,174
1705,Adolphus,Atlanta,Georgia,Dekalb,30307,290000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Street","Interior Entry, Partial, Unfinished",1,None,1948,"Deck, Fenced Yard, Front Porch",1074,0,5/12/2014,11
315,Mathews,Atlanta,Georgia,Dekalb,30307,289900,Lin,Inman,Grady,Lake Claire,2 Or + Stories,2,1,0,1,1,0,0,0,0,"1 Car Carport, Attached, Driveway, Kitchen Level","Exterior Entry, Full, Interior Entry, Unfinished",1,None,1997,"1-2 Step Entry, Front Porch, Garden Area, Patio",1370,0,8/30/2013,177
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,289000,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,1,0,1,2 Car Garage,"Bath, Exterior Entry, Finished, Interior Entry",0,,2006,"Other, Prof Landscaping, Walk out balcony",2557,333,6/16/2014,263
255,SOUTHERLAND,Atlanta,Georgia,Dekalb,30307,288357,Lin,Inman,Grady,SOUTHERLAND CORNER,,2,2,0,1,0,1,1,1,0,"1 Car Garage, Driveway",Slab/None,1,,2007,"Cov/Enclosed Porch, Deck, Patio, Prof Landscaping, Walk out courtyard",1830,170,7/9/2012,73
376,Mell,Atlanta,Georgia,Dekalb,30307,288000,Lin,Inman,Grady,Candler Park,2 Stories,2,2,0,1,0,0,0,0,0,Parking Pad,Crawl Space,0,None,1920,Front Porch,0,0,10/9/2013,13
2071,Howard,Atlanta,Georgia,Dekalb,30307,287500,Lin,Inman,Grady,Lake Claire,1 & 1/2 Stories,1,1,0,2,1,0,0,0,0,1 Car Garage,Crawl Space,0,None,1940,"Deck, Garden Area",1320,0,8/8/2013,107
229,Casson,Atlanta,Georgia,Dekalb,30307,286000,Lin,Inman,Grady,Neoterra Townhomes,,2,2,0,0,0,1,1,1,0,"1 Assigned, 1 Car Garage",,0,,2007,"Deck, Walk out balcony",0,167,1/14/2014,39
428,Page,Atlanta,Georgia,Dekalb,30307,284150,Lin,Inman,Grady,Parkview Heights,,2,1,0,0,0,1,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Driveway",Slab/None,1,,1984,"Deck, Yard",1278,180,3/16/2016,6
306,Nelms,Atlanta,Georgia,Dekalb,30307,284000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,4,2,0,0,0,0,"Driveway, Kitchen Level","Partial, Unfinished",0,None,1948,"Fenced Yard, Garden Area, Patio",1645,0,8/27/2013,43
1802,New York,Atlanta,Georgia,Dekalb,30307,283000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,Driveway,Crawl Space,0,None,1920,"Deck, Fenced Yard, Front Porch, Garden Area, Patio",1103,,8/20/2013,13
1236,Mansfield,Atlanta,Georgia,Dekalb,30307,280000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,1,0,0,0,0,"Detached, Street",Crawl Space,1,None,1911,"Deck, Fenced Yard, Front Porch, Garden Area",1647,0,4/27/2012,286
2055,Howard,Atlanta,Georgia,Dekalb,30307,280000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,"1 Car Garage, Auto Garage Door, Detached, Driveway",Crawl Space,1,None,1950,"Fenced Yard, Front Porch, Garden Area",910,0,3/27/2014,5
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,280000,Lin,Inman,Grady,Townhomes at Candler Park,,1,1,0,1,1,0,0,0,0,"2 Car Garage, Storage Room",Slab/None,0,,2006,"Cov/Enclosed Porch, Deck, Prof Landscaping, Walk out balcony, Walk out courtyard, Other",1704,3168,6/19/2015,54
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,279900,Lin,Inman,Grady,Axis,,0,0,0,2,2,0,0,0,0,2 Assigned,Slab/None,0,,2008,"Prof Landscaping, Walk out balcony",1066,211,5/24/2016,4
1364,DEKALB,Atlanta,Georgia,Dekalb,30307,279000,Lin,Inman,Grady,CANDLER STATION,2 Or + Stories,2,2,0,0,0,1,0,0,0,"Driveway, Kitchen Level, Side/Rear Entry, Storage Room",Slab/None,1,None,1995,"Deck, Fenced Yard, Front Porch, Garden Area, Patio, Other",0,913,4/30/2015,36
1229,Euclid,Atlanta,Georgia,Dekalb,30307,279000,Lin,Inman,Grady,Candler Park,,0,0,0,2,2,0,0,0,0,2 Assigned,Slab/None,1,,1950,"Deck, Patio, Prof Landscaping, Walk out balcony, Other",1136,389,5/3/2016,10
1376,Dekalb,Atlanta,Georgia,Dekalb,30307,278000,Lin,Dekalb - Other,Grady,Candler STATION,2 Stories,2,2,0,0,0,0,0,0,1,"Driveway, Parking Pad, Side/Rear Entry",Slab/None,1,None,1996,"1-2 Step Entry, Front Porch, Prof Landscaping, Other",1440,950,9/11/2015,39
377,Glendale,Atlanta,Georgia,Dekalb,30307,275000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Kitchen Level, Parking Pad",Crawl Space,2,None,1925,"Deck, Fenced Yard, Front Porch, Garden Area, Out-Buildings",864,0,12/14/2012,22
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,275000,Lin,Inman,Grady,Townhomes At Candler,,1,1,0,1,1,0,0,0,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2005,"Cov/Enclosed Porch, Gas Grill, Irrigation System, Prof Landscaping, Walk out balcony",1728,245,4/25/2013,23
428,Page,Atlanta,Georgia,Dekalb,30307,275000,Lin,Inman,Grady,Parkview Heights,,2,1,0,0,0,1,1,1,0,"1 Car Garage, Attached, Auto Garage Door, Drive Under Main Level","Bath, Daylight, Finished, Full, Interior Entry, Driveway Access",1,,1984,"Deck, Patio",1278,160,9/2/2015,7
645,Oakdale,Atlanta,Georgia,Dekalb,30307,275000,Lin,Inman,Grady,Druid Hills,1 & 1/2 Stories,1,1,0,3,2,0,0,0,0,"1 Car Carport, Drive Under Main Level, Parking Pad","Exterior Entry, Partial, Unfinished",1,None,1945,Deck,1575,0,2/29/2016,9
1708,Adolphus,Atlanta,Georgia,Dekalb,30307,274000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level",Crawl Space,1,None,1936,"Deck, Garden Area",1313,0,3/15/2013,58
343,Josephine,Atlanta,Georgia,Dekalb,30307,271500,Lin,Inman,Grady,Candler Park,1 Story,1,0,0,1,1,0,0,0,0,1 Car Carport,Crawl Space,0,None,1910,"Fenced Yard, Garden Area, Wrap-Around Porch",1170,0,7/31/2012,5
1258,Euclid,Atlanta,Georgia,Dekalb,30307,270000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,2 Car Carport,"Crawl Space, Exterior Entry, Interior Entry",2,None,1910,"Front Porch, Other",1438,0,7/16/2012,205
1258,DEKALB,Atlanta,Georgia,Dekalb,30307,270000,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,1,1,0,1,1,0,0,0,0,"1 Car Garage, Attached",Slab/None,0,,2005,"Cov/Enclosed Porch, Prof Landscaping",1704,255,9/13/2013,3
1258,DeKalb,Atlanta,Georgia,Dekalb,30307,270000,Lin,Inman,Grady,Townhomes At Candler Park,,1,1,0,1,1,0,0,0,0,"2 Car Garage, Auto Garage Door, Deeded, Street",Slab/None,0,,2005,"Cov/Enclosed Porch, Gas Grill, Gazebo, Other, Patio, Prof Landscaping, Walk out balcony",1728,257,7/25/2014,51
276,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,268000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,2,2,0,0,0,0,"None, Street","Exterior Entry, Interior Entry",4,None,1920,"Deck, Fenced Yard",1482,0,3/26/2013,208
316,Nelms,Atlanta,Georgia,Dekalb,30307,268000,Lin,Inman,Grady,Candler Park Lake Claire,1 Story,0,0,0,2,2,0,0,0,0,"Parking Pad, Street",Slab/None,0,None,1973,"Fenced Yard, Front Porch",0,0,9/25/2014,73
1258,DEKALB,Atlanta,Georgia,Dekalb,30307,265000,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,2,2,0,0,0,1,0,0,0,"2 Car Garage, Attached, Side/Rear Entry",Slab/None,1,,2005,"Gazebo, Walk out balcony",1538,244,10/10/2013,64
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,265000,Lin,Inman,Grady,Townhomes At Candler Park,,1,1,0,1,1,0,0,0,0,2 Car Garage,Slab/None,0,,2005,"Gas Grill, Gazebo, Patio, Walk out balcony",1704,258,6/4/2014,58
1872,Dekalb,Atlanta,Georgia,Dekalb,30307,265000,Lin,Inman,Grady,Lake Claire,2 Stories,1,1,0,3,1,0,1,1,0,"Detached, Side/Rear Entry","Exterior Entry, Finished, Full",0,None,1912,"Front Porch, Other",2167,0,5/15/2014,10
1300,Dekalb,Atlanta,Georgia,Dekalb,30307,265000,Lin,Inman,Grady,Axis,,1,1,0,1,1,0,0,0,0,2 Assigned,Slab/None,0,,2008,"Deck, Walk out balcony",1379,278,6/2/2015,6
2137,Palifox,Atlanta,Georgia,Dekalb,30307,265000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,1,0,0,0,0,"Driveway, Detached",Crawl Space,1,None,1924,"Fenced Yard, 1-2 Step Entry",1216,0,10/23/2015,8
441,OAKDALE,Atlanta,Georgia,Dekalb,30307,260000,Lin,Inman,Grady,CANDLER PARK,1 Story,0,0,0,3,1,0,0,0,0,Driveway,Crawl Space,0,None,1910,Front Porch,1513,0,6/28/2012,6
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,259500,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,0,0,1,"2 Car Garage, Attached, Auto Garage Door, Drive Under Main Level",Slab/None,1,,2006,"Deck, Patio, Walk out balcony",0,333,1/16/2014,174
1355,Hooper,Atlanta,Georgia,Dekalb,30307,259000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,2,1,0,0,0,0,"Attached, Driveway",Crawl Space,0,None,1920,"Fenced Yard, Front Porch, Garden Area, Other",1027,0,3/19/2014,601
1258,DEKALB,Atlanta,Georgia,Dekalb,30307,259000,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,2,2,0,0,0,1,1,0,1,"2 Car Garage, Auto Garage Door, Storage Room",Slab/None,1,,2005,"Prof Landscaping, Walk out balcony, Walk out courtyard",2200,316,12/4/2012,41
1878,GORDON,Atlanta,Georgia,Dekalb,30307,255000,Lin,Inman,Grady,SUTHERLAND PLACE LOFTS,,1,1,0,1,1,0,0,0,0,2 Car Garage,Slab/None,0,,2005,"Central Storage, Deck, Patio, Prof Landscaping, Walk out balcony",1544,315,10/30/2012,72
1874,Gordon,Atlanta,Georgia,Dekalb,30307,255000,Lin,Inman,Grady,Sutherland Place,,1,1,0,1,1,0,0,0,0,"1-2 Step Entry, 2 Assigned, 2 Car Garage, Attached",Slab/None,0,,2005,"1-2 Step Entry, Central Storage, Patio, Prof Landscaping",1494,317,3/13/2013,69
1382,Dekalb,Atlanta,Georgia,Dekalb,30307,255000,Lin,Inman,Grady,Candler Park,2 Stories,3,2,0,0,0,1,0,0,0,"Driveway, Kitchen Level, Parking Pad, Side/Rear Entry",Slab/None,1,None,1996,"1-2 Step Entry, Fenced Yard, Front Porch, Irrigation System, Other, Patio, Prof Landscaping, Wrap-Around Porch",1416,913,5/23/2014,15
505,OAKDALE,Atlanta,Georgia,Dekalb,30307,255000,Lin,Inman,Grady,505 Oakdale Road,2 Stories,0,0,0,2,2,0,0,0,0,"None, Street",Slab/None,1,None,1982,Patio,0,100,8/15/2014,13
239,Casson,Atlanta,Georgia,Dekalb,30307,252000,Lin,Inman,Grady,Neoterra Townhomes,,2,2,0,0,0,1,1,1,0,"1 Assigned, 1 Car Garage",Slab/None,0,,2007,"Deck, Walk out balcony",1598,166,8/31/2012,45
268,Connecticut,Atlanta,Georgia,Dekalb,30307,250000,Lin,Inman,Grady,Historic Lake Claire,2 Stories,0,0,0,2,2,1,0,0,0,"Driveway, Side/Rear Entry, Street",Crawl Space,0,None,1910,"Deck, Front Porch, Other, Patio",1951,0,6/29/2012,23
490,LAKESHORE,Atlanta,Georgia,Dekalb,30307,250000,Lin,Inman,Grady,LAKE CLAIRE,2 Stories,0,0,0,2,2,0,1,1,0,"Driveway, Parking Pad","Bath, Daylight, Finished, Interior Entry",0,None,1926,Garden Area,1434,0,12/28/2012,239
428,Page,Atlanta,Georgia,Dekalb,30307,250000,Lin,Inman,Grady,Parkview Heights,,2,2,0,0,0,1,0,0,0,"1 Car Garage, Auto Garage Door, Drive Under Main Level, Parking Pad","Finished, Interior Entry",0,,1984,"Deck, Patio",1282,160,4/22/2015,11
2141,Palifox,Atlanta,Georgia,Dekalb,30307,250000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Street","Crawl Space, Exterior Entry, Unfinished",1,None,1924,"1-2 Step Entry, Deck, Fenced Yard",1470,0,2/29/2016,39
425,Sterling,Atlanta,Georgia,Dekalb,30307,249250,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Kitchen Level","Daylight, Exterior Entry, Partial",1,None,1920,Front Porch,1650,0,6/1/2012,160
326,MATHEWS,Atlanta,Georgia,Dekalb,30307,245000,Lin,Inman,Grady,LAKE SINCLAIR,1 Story,2,1,0,0,0,0,0,0,0,Kitchen Level,Slab/None,0,None,1957,Deck,1595,0,8/22/2013,80
2038,HOWARD,Atlanta,Georgia,Dekalb,30307,240900,Lin,Inman,Grady,LAKE CLAIRE,1 Story,0,0,0,3,2,0,0,0,0,"1 Car Garage, Auto Garage Door, Drive Under Main Level","Exterior Entry, Partial",1,None,1948,"Fenced Yard, Garden Area, Patio",1571,0,3/28/2012,275
1876,GORDON MANOR,Atlanta,Georgia,Dekalb,30307,240000,Lin,Inman,Grady,SUTHERLAND PLACE,,1,1,0,1,1,0,0,0,0,"2 Assigned, Covered, Deeded",Slab/None,0,,2005,"Central Storage, Deck, Patio, Prof Landscaping, Walk out balcony",1518,310,6/12/2012,336
299,ARIZONA,Atlanta,Georgia,Dekalb,30307,240000,Lin,Inman,Grady,LAKE CLAIRE  CANDLER PARK,1 Story,0,0,0,3,1,0,0,0,0,Kitchen Level,Crawl Space,0,None,1925,Front Porch,870,0,9/23/2015,18
1842,Gordon,Atlanta,Georgia,Dekalb,30307,238900,Lin,Inman,Grady,Sutherland Place,,0,0,0,1,1,1,0,0,0,"1 Assigned, Covered",Slab/None,0,,2005,"Prof Landscaping, Walk out courtyard",1050,239,12/1/2015,5
352,Oakdale,Atlanta,Georgia,Dekalb,30307,236000,Lin,Inman,Grady,Candler Park,1 Story,0,0,0,4,2,0,1,0,0,Driveway,Partial,4,None,1900,"Front Porch, Garden Area",2041,,8/3/2012,61
1844,Gordon,Atlanta,Georgia,Dekalb,30307,236000,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,1,1,1,0,0,0,1 Assigned,Slab/None,0,,2005,"1-2 Step Entry, Prof Landscaping, Walk out courtyard",1074,243,7/30/2015,107
581,Harold,Atlanta,Georgia,Dekalb,30307,235000,Lin,Inman,Grady,Lake Claire,2 Or + Stories,2,2,0,0,0,0,1,1,0,"None, Street",Slab/None,2,None,1985,Deck,1208,0,8/14/2012,85
1836,Gordon,Atlanta,Georgia,Dekalb,30307,235000,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,1,1,1,0,0,0,"1 Assigned, Covered, Drive Under Main Level",Slab/None,0,,2005,Other,1050,245,4/29/2016,11
2014,McLendon,Atlanta,Georgia,Dekalb,30307,230000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"2 Car Garage, Detached",Slab/None,0,None,1940,Other,1925,0,3/30/2012,114
279,OXFORD,Atlanta,Georgia,Dekalb,30307,230000,Lin,Inman,Grady,NONE,2 Or + Stories,3,3,0,1,1,0,0,0,0,"Driveway, Street",Crawl Space,4,In Ground,1914,"Fenced Yard, Front Porch",4245,0,4/19/2013,199
285,Oxford,Atlanta,Georgia,Dekalb,30307,229000,Lin,Inman,Grady,Oxford Place,,2,1,0,0,0,0,0,0,0,1 Assigned,Crawl Space,0,,1953,"1-2 Step Entry, Fenced Yard, Patio, Walk out courtyard",1008,225,4/29/2016,11
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,226500,Lin,Inman,Grady,TOWNHOMES AT CANDLER PARK,,1,1,0,1,1,0,0,0,0,"2 Car Garage, Auto Garage Door",Slab/None,0,,2006,Cov/Enclosed Porch,1728,237,3/19/2012,735
1850,Gordon,Atlanta,Georgia,Dekalb,30307,226000,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,1,1,1,0,0,0,1 Assigned,Slab/None,0,,2005,"Central Storage, Prof Landscaping, Patio, Walk out courtyard",1074,243,5/28/2015,7
1570,DeKalb,Atlanta,Georgia,Dekalb,30307,225000,Lin,Inman,Grady,Pickle Factory Lofts,,2,1,0,0,0,0,0,0,1,"2 Unassigned, Side/Rear Entry",Slab/None,0,,1950,Walk out courtyard,0,250,12/29/2014,63
322,Nelms,Atlanta,Georgia,Dekalb,30307,223000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,3,2,0,0,0,0,"Driveway, Parking Pad",Crawl Space,0,None,1973,"1-2 Step Entry, Deck",1040,0,12/30/2013,128
271,Arizona,Atlanta,Georgia,Dekalb,30307,223000,Lin,Inman,Grady,Lake Claire Co-Housing,,3,1,0,0,0,1,0,0,0,2 Assigned,"Exterior Entry, Partial",0,,1996,"Central Storage, Deck, Other, Patio, Walk out balcony",1392,155,7/14/2014,33
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,219900,Lin,Inman,Grady,Townhomes At Candler Park,,0,0,0,1,1,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Covered",Slab/None,0,,2006,"Deck, Gas Grill, Prof Landscaping",952,137,11/9/2015,5
2124,Palifox,Atlanta,Georgia,Dekalb,30307,219000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,"Driveway, Parking Pad","Interior Entry, Partial",1,None,1938,"Fenced Yard, Gazebo, Patio",1076,0,10/25/2012,6
633,Moreland,Atlanta,Georgia,Dekalb,30307,215000,Lin,Inman,Grady,Druid Place,,0,0,0,1,1,0,1,1,0,"1 Assigned, Parking Lot","Bath, Daylight, Finished, Full, Interior Entry",0,,1950,"Central Storage, Other, 1-2 Step Entry",0,220,11/23/2015,8
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,212500,Lin,Inman,Grady,Townhomes At Candler Park,,0,0,0,1,1,0,0,0,0,"1 Car Garage, Attached, Auto Garage Door, Covered",Slab/None,0,,2006,"Gas Grill, Prof Landscaping",928,137,11/18/2015,6
428,Page,Atlanta,Georgia,Dekalb,30307,212000,Lin,Inman,Grady,Parkview Heights,,2,1,0,0,0,1,0,0,0,Driveway,"Exterior Entry, Finished, Interior Entry",1,,1984,"Deck, Patio, Yard",1824,160,6/17/2013,33
1886,Gordon,Atlanta,Georgia,Dekalb,30307,212000,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,1,1,1,0,0,0,"1 Assigned, Attached, Covered, Deeded",Slab/None,0,,2005,"Walk out balcony, Walk out courtyard",1210,195,2/24/2014,13
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,209000,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,0,0,0,"2 Car Garage, Auto Garage Door",Slab/None,1,,2005,"Prof Landscaping, Walk out balcony, Walk out courtyard",1538,240,11/9/2012,144
1850,Gordon,Atlanta,Georgia,Dekalb,30307,209000,Lin,Inman,Grady,Sutherland Place Lofts,,0,0,0,1,1,1,0,0,0,1 Assigned,Slab/None,0,,2005,"Patio, Walk out courtyard",1074,221,7/31/2014,15
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,207955,Lin,Inman,Grady,Townhomes At Candler Park,,2,2,0,0,0,1,1,0,1,2 Car Garage,"Full, Partial",1,,2005,Patio,0,306,5/4/2012,28
484,Candler Park,Atlanta,Georgia,Dekalb,30307,205000,Lin,Inman,Grady,Candler Park,2 Stories,1,0,0,0,1,0,0,0,0,"None, Street",Crawl Space,0,None,1925,"Deck, Front Porch, Garden Area",768,0,1/15/2013,2
1258,Dekalb,Atlanta,Georgia,Dekalb,30307,201000,Lin,Inman,Grady,Townhomes At Candler Park,,0,0,0,1,1,0,0,0,0,1 Car Garage,Slab/None,0,,2005,"Gas Grill, Walk out balcony, Gazebo",952,140,5/27/2015,12
1792,Dekalb,Atlanta,Georgia,Dekalb,30307,200000,Lin,Inman,Grady,Overlook At Lake Claire,,3,2,0,0,0,1,1,1,0,"2 Car Garage, Drive Under Main Level","Bath, Daylight, Exterior Entry, Finished, Interior Entry",2,,2007,"Cov/Enclosed Porch, Patio, Walk out balcony",1758,50,3/29/2012,304
271,Arizona,Atlanta,Georgia,Dekalb,30307,200000,Lin,Inman,Grady,Lake Claire CoHousing,,3,1,0,0,0,1,0,0,0,"1 Car Garage, 2 Assigned, Auto Garage Door, Parking Lot","Exterior Entry, Partial",0,,1996,"Central Storage, Deck, Other, Patio, Walk out balcony",1392,167,4/26/2012,115
254,JOSEPHINE,Atlanta,Georgia,Dekalb,30307,200000,Lin,Inman,Grady,CANDLER PARK,2 Stories,2,0,0,1,1,0,0,0,0,"None, Street",Crawl Space,0,None,1940,"Fenced Yard, Front Porch, Patio",1224,0,9/18/2013,21
1876,Dekalb,Atlanta,Georgia,Dekalb,30307,200000,Lin,Inman,Grady,Lake Claire,1 Story,0,0,0,2,1,0,0,0,0,"Parking Pad, Side/Rear Entry",Slab/None,0,None,1924,"1-2 Step Entry, Deck, Fenced Yard, Front Porch, Garden Area, Other, Patio",896,0,12/17/2014,41
1564,Dekalb,Atlanta,Georgia,Dekalb,30307,200000,Lin,Inman,Grady,Warehouse Lofts Candler Park,,1,0,0,1,1,0,0,0,0,"2 Assigned, Parking Lot",,0,,1968,"Deck, Other",0,270,12/3/2015,5
250,Connecticut,Atlanta,Georgia,Dekalb,30307,199100,Lin,Inman,Grady,Lake Claire Co Housing,,1,1,0,2,1,0,0,0,1,"2 Assigned, Auto Garage Door, Parking Lot",Slab/None,0,,1996,"Central Storage, Deck, Other, Patio, Yard",1207,156,8/22/2013,168
1386,Dekalb,Atlanta,Georgia,Dekalb,30307,196000,Lin,Inman,Grady,Candler Station,,2,2,0,0,0,1,0,0,0,"1 Assigned, Driveway, Parking Pad",Slab/None,1,,1995,"Deck, Patio, Prof Landscaping",1416,,8/15/2012,357
1366,DEKALB,Atlanta,Georgia,Dekalb,30307,195900,Lin,Inman,Grady,CANDLER PARK,2 Stories,2,2,0,0,0,1,0,0,0,"Driveway, Parking Pad, Side/Rear Entry, Storage Room",Slab/None,1,None,1996,"Deck, Fenced Yard, Front Porch, Other, Prof Landscaping",1440,1490,4/5/2012,558
